
"t";"Date";"Time";"No.";"Freq";"Gain";"Temp.";"PAR";"F1";"F2";"F3";"F4";"F5";"Fm'1";"Fm'2";"Fm'3";"Fm'4";"Fm'5";"Y1";"Y2";"Y3";"Y4";"Y5";"ETR1";"ETR2";"ETR3";"ETR4";"ETR5";
   87427;05.07.22;11:08:06;Type: LC 
   87428;05.07.22;11:08:07;20180201.par
   87427;05.07.22;11:08:06;1;7;15; --- ;0;Fo: ;0;0;970;0;0;Fm: ;0;0;2203;0;0
   87427;05.07.22;11:08:06;1;1;15; --- ;0;0;0;970;0;0;0;0;2203;0;0;0.000;0.000;0.560;0.000;0.000;    0;    0;    0;    0;    0;
   87518;05.07.22;11:09:37;2;32;15; --- ;5;0;0;1055;0;0;0;0;1950;0;0;0.000;0.000;0.459;0.000;0.000;    0;    0;    0;    0;    0;
   87608;05.07.22;11:11:07;3;64;15; --- ;10;0;0;1047;0;0;0;0;1961;0;0;0.000;0.000;0.466;0.000;0.000;    0;    0;    2;    0;    0;
   87698;05.07.22;11:12:37;4;128;15; --- ;21;0;0;1047;0;0;0;0;2045;0;0;0.000;0.000;0.488;0.000;0.000;    0;    0;    4;    0;    0;
   87788;05.07.22;11:14:07;5;128;15; --- ;33;0;0;1086;0;0;0;0;2307;0;0;0.000;0.000;0.529;0.000;0.000;    0;    0;    7;    0;    0;
   87878;05.07.22;11:15:37;6;128;15; --- ;47;0;0;1199;0;0;0;0;2254;0;0;0.000;0.000;0.468;0.000;0.000;    0;    0;    9;    0;    0;
   87968;05.07.22;11:17:07;7;128;15; --- ;81;0;0;1297;0;0;0;0;2063;0;0;0.000;0.000;0.371;0.000;0.000;    0;    0;   13;    0;    0;
   88058;05.07.22;11:18:37;8;128;15; --- ;127;0;0;1292;0;0;0;0;1900;0;0;0.000;0.000;0.320;0.000;0.000;    0;    0;   17;    0;    0;
   88148;05.07.22;11:20:07;9;128;15; --- ;240;0;0;1229;0;0;0;0;1660;0;0;0.000;0.000;0.260;0.000;0.000;    0;    0;   26;    0;    0;
   88238;05.07.22;11:21:37;10;128;15; --- ;404;0;0;1191;0;0;0;0;1504;0;0;0.000;0.000;0.208;0.000;0.000;    0;    0;   35;    0;    0;
   88328;05.07.22;11:23:07;11;128;15; --- ;553;0;0;1182;0;0;0;0;1434;0;0;0.000;0.000;0.176;0.000;0.000;    0;    0;   41;    0;    0;
   88418;05.07.22;11:24:37;12;128;15; --- ;667;0;0;1174;0;0;0;0;1391;0;0;0.000;0.000;0.156;0.000;0.000;    0;    0;   44;    0;    0;
   88508;05.07.22;11:26:07;13;128;15; --- ;787;0;0;1154;0;0;0;0;1338;0;0;0.000;0.000;0.138;0.000;0.000;    0;    0;   45;    0;    0;
   88598;05.07.22;11:27:37;14;128;15; --- ;934;0;0;1144;0;0;0;0;1295;0;0;0.000;0.000;0.117;0.000;0.000;    0;    0;   46;    0;    0;
