
"t";"Date";"Time";"No.";"Freq";"Gain";"Temp.";"PAR";"F1";"F2";"F3";"F4";"F5";"Fm'1";"Fm'2";"Fm'3";"Fm'4";"Fm'5";"Y1";"Y2";"Y3";"Y4";"Y5";"ETR1";"ETR2";"ETR3";"ETR4";"ETR5";
    8907;12.07.22;12:38:26;Type: LC 
    8908;12.07.22;12:38:27;20180201.par
    8907;12.07.22;12:38:26;1;7;13; --- ;0;Fo: ;0;0;957;0;0;Fm: ;0;0;2575;0;0
    8907;12.07.22;12:38:26;1;1;13; --- ;0;0;0;957;0;0;0;0;2575;0;0;0.000;0.000;0.628;0.000;0.000;    0;    0;    0;    0;    0;
    8968;12.07.22;12:39:27;2;32;13; --- ;5;0;0;995;0;0;0;0;2567;0;0;0.000;0.000;0.612;0.000;0.000;    0;    0;    1;    0;    0;
    9028;12.07.22;12:40:27;3;64;13; --- ;10;0;0;1007;0;0;0;0;2595;0;0;0.000;0.000;0.612;0.000;0.000;    0;    0;    3;    0;    0;
    9088;12.07.22;12:41:27;4;128;13; --- ;21;0;0;989;0;0;0;0;2529;0;0;0.000;0.000;0.609;0.000;0.000;    0;    0;    5;    0;    0;
    9148;12.07.22;12:42:27;5;128;13; --- ;33;0;0;1138;0;0;0;0;2391;0;0;0.000;0.000;0.524;0.000;0.000;    0;    0;    7;    0;    0;
    9208;12.07.22;12:43:27;6;128;13; --- ;47;0;0;1191;0;0;0;0;2249;0;0;0.000;0.000;0.470;0.000;0.000;    0;    0;    9;    0;    0;
    9268;12.07.22;12:44:27;7;128;13; --- ;81;0;0;1246;0;0;0;0;2108;0;0;0.000;0.000;0.409;0.000;0.000;    0;    0;   14;    0;    0;
    9328;12.07.22;12:45:27;8;128;13; --- ;127;0;0;1238;0;0;0;0;1972;0;0;0.000;0.000;0.372;0.000;0.000;    0;    0;   20;    0;    0;
    9388;12.07.22;12:46:27;9;128;13; --- ;240;0;0;1257;0;0;0;0;1836;0;0;0.000;0.000;0.315;0.000;0.000;    0;    0;   32;    0;    0;
    9448;12.07.22;12:47:27;10;128;13; --- ;404;0;0;1250;0;0;0;0;1702;0;0;0.000;0.000;0.266;0.000;0.000;    0;    0;   45;    0;    0;
    9508;12.07.22;12:48:27;11;128;13; --- ;553;0;0;1243;0;0;0;0;1615;0;0;0.000;0.000;0.230;0.000;0.000;    0;    0;   53;    0;    0;
    9568;12.07.22;12:49:27;12;128;13; --- ;667;0;0;1232;0;0;0;0;1562;0;0;0.000;0.000;0.211;0.000;0.000;    0;    0;   59;    0;    0;
    9628;12.07.22;12:50:27;13;128;13; --- ;787;0;0;1206;0;0;0;0;1496;0;0;0.000;0.000;0.194;0.000;0.000;    0;    0;   64;    0;    0;
    9688;12.07.22;12:51:27;14;128;13; --- ;934;0;0;1197;0;0;0;0;1439;0;0;0.000;0.000;0.168;0.000;0.000;    0;    0;   66;    0;    0;
