
"t";"Date";"Time";"No.";"Freq";"Gain";"Temp.";"PAR";"F1";"F2";"F3";"F4";"F5";"Fm'1";"Fm'2";"Fm'3";"Fm'4";"Fm'5";"Y1";"Y2";"Y3";"Y4";"Y5";"ETR1";"ETR2";"ETR3";"ETR4";"ETR5";
  265612;23.11.21;12:22:01;Type: LC 
  265613;23.11.21;12:22:01;20180201.par
  265612;23.11.21;12:22:01;1;6;14; --- ;0;Fo: ;0;0;911;0;0;Fm: ;0;0;1955;0;0
  265612;23.11.21;12:22:01;1;2;14; --- ;0;0;0;911;0;0;0;0;1955;0;0;0.000;0.000;0.534;0.000;0.000;    0;    0;    0;    0;    0;
  265702;23.11.21;12:23:31;2;32;14; --- ;5;0;0;969;0;0;0;0;1999;0;0;0.000;0.000;0.515;0.000;0.000;    0;    0;    1;    0;    0;
  265792;23.11.21;12:25:01;3;64;14; --- ;10;0;0;960;0;0;0;0;2002;0;0;0.000;0.000;0.520;0.000;0.000;    0;    0;    2;    0;    0;
  265882;23.11.21;12:26:31;4;128;14; --- ;21;0;0;966;0;0;0;0;2085;0;0;0.000;0.000;0.537;0.000;0.000;    0;    0;    5;    0;    0;
  265972;23.11.21;12:28:01;5;128;14; --- ;33;0;0;1008;0;0;0;0;2333;0;0;0.000;0.000;0.568;0.000;0.000;    0;    0;    8;    0;    0;
  266062;23.11.21;12:29:31;6;128;14; --- ;47;0;0;1108;0;0;0;0;2245;0;0;0.000;0.000;0.506;0.000;0.000;    0;    0;   10;    0;    0;
  266152;23.11.21;12:31:01;7;128;14; --- ;127;0;0;1196;0;0;0;0;1815;0;0;0.000;0.000;0.341;0.000;0.000;    0;    0;   18;    0;    0;
  266242;23.11.21;12:32:31;8;128;14; --- ;240;0;0;1146;0;0;0;0;1577;0;0;0.000;0.000;0.273;0.000;0.000;    0;    0;   28;    0;    0;
  266332;23.11.21;12:34:01;9;128;14; --- ;404;0;0;1138;0;0;0;0;1455;0;0;0.000;0.000;0.218;0.000;0.000;    0;    0;   37;    0;    0;
  266422;23.11.21;12:35:31;10;128;14; --- ;553;0;0;1140;0;0;0;0;1393;0;0;0.000;0.000;0.182;0.000;0.000;    0;    0;   42;    0;    0;
  266512;23.11.21;12:37:01;11;128;14; --- ;667;0;0;1145;0;0;0;0;1364;0;0;0.000;0.000;0.161;0.000;0.000;    0;    0;   45;    0;    0;
  266602;23.11.21;12:38:31;12;128;14; --- ;787;0;0;1145;0;0;0;0;1333;0;0;0.000;0.000;0.141;0.000;0.000;    0;    0;   47;    0;    0;
  266692;23.11.21;12:40:01;13;128;14; --- ;934;0;0;1140;0;0;0;0;1294;0;0;0.000;0.000;0.119;0.000;0.000;    0;    0;   47;    0;    0;
